gene	metabolite
YMR101C	tetradecaprenyl diphosphate
YMR101C	tridecaprenyl diphosphate
YMR101C	undecaprenyl diphosphate
YMR105C	ribose-5-phosphate
YMR105C	D-glucose 1-phosphate
YMR105C	D-glucose 6-phosphate
YMR105C	alpha-D-ribose 1-phosphate(2-)
YMR108W	H+
YMR108W	2-oxobutanoate
YMR108W	pyruvate
YMR108W	carbon dioxide
YMR108W	(S)-2-acetyl-2-hydroxybutanoate
YMR108W	2-acetyllactic acid
YMR113W	H+
YMR113W	ADP
YMR113W	ATP
YMR113W	phosphate
YMR113W	L-glutamate
YMR113W	7,8-dihydropteroate
YMR113W	dihydrofolic acid
YMR120C	H2O
YMR120C	THF
YMR120C	10-formyl-THF
YMR120C	AICAR
YMR120C	IMP
YMR120C	phosphoribosyl-formamido-carboxamide
YMR145C	H+
YMR145C	ubiquinol-6
YMR145C	ubiquinone-6
YMR145C	NAD
YMR145C	NADH
YMR165C	H2O
YMR165C	phosphate
YMR165C	phosphatidate (1-16:0, 2-16:1)
YMR165C	phosphatidate (1-16:0, 2-18:1)
YMR165C	phosphatidate (1-16:1, 2-16:1)
YMR165C	phosphatidate (1-16:1, 2-18:1)
YMR165C	phosphatidate (1-18:0, 2-16:1)
YMR165C	phosphatidate (1-18:0, 2-18:1)
YMR165C	phosphatidate (1-18:1, 2-16:1)
YMR165C	phosphatidate (1-18:1, 2-18:1)
YMR165C	diglyceride (1-16:0, 2-16:1)
YMR165C	diglyceride (1-16:0, 2-18:1)
YMR165C	diglyceride (1-16:1, 2-16:1)
YMR165C	diglyceride (1-16:1, 2-18:1)
YMR165C	diglyceride (1-18:0, 2-16:1)
YMR165C	diglyceride (1-18:0, 2-18:1)
YMR165C	diglyceride (1-18:1, 2-16:1)
YMR165C	diglyceride (1-18:1, 2-18:1)
YMR169C	H+
YMR169C	H2O
YMR169C	NAD
YMR169C	NADH
YMR169C	phenylacetaldehyde
YMR169C	beta-alanine
YMR169C	3-aminopropanal
YMR169C	phenylacetic acid
YMR170C	H+
YMR170C	H2O
YMR170C	NAD
YMR170C	NADH
YMR170C	acetate
YMR170C	acetaldehyde
YMR170C	phenylacetaldehyde
YMR170C	beta-alanine
YMR170C	3-aminopropanal
YMR170C	phenylacetic acid
YMR189W	H+
YMR189W	H2O
YMR189W	ammonium
YMR189W	5,10-methenyl-THF
YMR189W	5,10-methylenetetrahydrofolate
YMR189W	5-formyltetrahydrofolic acid
YMR189W	carbon dioxide
YMR189W	dihydrolipoamide
YMR189W	dihydrolipoylprotein
YMR189W	L-glycine
YMR189W	lipoamide
YMR189W	lipoylprotein
YMR189W	NAD
YMR189W	NADH
YMR189W	S(8)-aminomethyldihydrolipoamide
YMR189W	S(8)-aminomethyldihydrolipoylprotein
YMR189W	THF
YMR202W	episterol
YMR202W	fecosterol
YMR205C	H+
YMR205C	ADP
YMR205C	ATP
YMR205C	D-fructose 6-phosphate
YMR205C	sedoheptulose 7-phosphate
YMR205C	D-fructose 1,6-bisphosphate
YMR205C	sedoheptulose 1,7-bisphosphate
YMR207C	H+
YMR207C	ADP
YMR207C	ATP
YMR207C	phosphate
YMR207C	acetyl-CoA
YMR207C	bicarbonate
YMR207C	malonyl-CoA
YMR208W	H+
YMR208W	ADP
YMR208W	ATP
YMR208W	GTP
YMR208W	CTP
YMR208W	UTP
YMR208W	UDP
YMR208W	GDP
YMR208W	CDP
YMR208W	(R)-mevalonate
YMR208W	(R)-5-phosphomevalonic acid
YMR217W	H+
YMR217W	H2O
YMR217W	ATP
YMR217W	AMP
YMR217W	diphosphate
YMR217W	L-glutamate
YMR217W	L-glutamine
YMR217W	GMP
YMR217W	xanthosine-5-phosphate
YMR220W	ADP
YMR220W	ATP
YMR220W	(R)-5-phosphomevalonic acid
YMR220W	(R)-5-diphosphomevalonic acid
YMR226C	H+
YMR226C	NADP(+)
YMR226C	NADPH
YMR226C	L-serine
YMR226C	L-allothreonine
YMR226C	L-2-amino-3-oxobutanoate
YMR226C	L-alpha-formylglycine
YMR241W	2-oxoglutarate
YMR241W	citrate
YMR246W	ATP
YMR246W	AMP
YMR246W	coenzyme A
YMR246W	diphosphate
YMR246W	palmitoyl-CoA
YMR246W	palmitoleoyl-CoA(4-)
YMR246W	stearoyl-CoA
YMR246W	palmitate
YMR246W	palmitoleate
YMR246W	stearate
YMR246W	oleate
YMR246W	oleoyl-CoA
YMR246W	myristoyl-CoA
YMR246W	myristate
YMR250W	H+
YMR250W	carbon dioxide
YMR250W	L-glutamate
YMR250W	gamma-aminobutyrate
YMR256C	ferricytochrome c
YMR256C	ferrocytochrome c
YMR256C	H+
YMR256C	H2O
YMR256C	oxygen
YMR261C	H+
YMR261C	H2O
YMR261C	phosphate
YMR261C	UDP-D-glucose
YMR261C	UDP
YMR261C	alpha,alpha-trehalose 6-phosphate
YMR261C	D-glucose 6-phosphate
YMR261C	trehalose
YMR267W	H+
YMR267W	H2O
YMR267W	phosphate
YMR267W	diphosphate
YMR271C	diphosphate
YMR271C	PRPP
YMR271C	orotidine 5'-(dihydrogen phosphate)
YMR271C	orotate
YMR272C	H+
YMR272C	H2O
YMR272C	oxygen
YMR272C	NADP(+)
YMR272C	NADPH
YMR272C	ceramide-2 (C24)
YMR272C	ceramide-1 (C24)
YMR272C	ceramide-1 (C26)
YMR272C	ceramide-2 (C26)
YMR272C	ceramide-2' (C24)
YMR272C	ceramide-2' (C26)
YMR272C	ceramide-3 (C24)
YMR272C	ceramide-3 (C26)
YMR272C	ceramide-4 (C24)
YMR272C	ceramide-4 (C26)
YMR278W	ribose-5-phosphate
YMR278W	alpha-D-ribose 1-phosphate(2-)
YMR281W	H+
YMR281W	H2O
YMR281W	acetate
YMR281W	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
YMR281W	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
YMR289W	H+
YMR289W	pyruvate
YMR289W	4-amino-4-deoxychorismate
YMR289W	4-aminobenzoate
YMR293C	H2O
YMR293C	ammonium
YMR293C	4-guanidinobutanamide
YMR293C	4-guanidinobutanoic acid
YMR296C	carbon dioxide
YMR296C	coenzyme A
YMR296C	palmitoyl-CoA
YMR296C	3-ketosphinganine
YMR296C	L-serine
YMR298W	H+
YMR298W	coenzyme A
YMR298W	tetracosanoyl-CoA
YMR298W	hexacosanoyl-CoA
YMR298W	ceramide-2 (C24)
YMR298W	phytosphingosine
YMR298W	sphinganine
YMR298W	ceramide-1 (C24)
YMR298W	ceramide-1 (C26)
YMR298W	ceramide-2 (C26)
YMR300C	H2O
YMR300C	diphosphate
YMR300C	L-glutamate
YMR300C	L-glutamine
YMR300C	PRPP
YMR300C	5-phosphoribosylamine
YMR303C	H+
YMR303C	NAD
YMR303C	NADH
YMR303C	acetaldehyde
YMR303C	ethanol
YMR313C	H+
YMR313C	H2O
YMR313C	coenzyme A
YMR313C	palmitate
YMR313C	palmitoleate
YMR313C	stearate
YMR313C	oleate
YMR313C	diglyceride (1-16:0, 2-16:1)
YMR313C	triglyceride (1-16:0, 2-16:1, 3-16:0)
YMR313C	diglyceride (1-16:0, 2-18:1)
YMR313C	triglyceride (1-16:0, 2-18:1, 3-16:0)
YMR313C	diglyceride (1-16:1, 2-16:1)
YMR313C	triglyceride (1-16:1, 2-16:1, 3-16:0)
YMR313C	diglyceride (1-16:1, 2-18:1)
YMR313C	triglyceride (1-16:1, 2-18:1, 3-16:0)
YMR313C	diglyceride (1-18:0, 2-16:1)
YMR313C	triglyceride (1-18:0, 2-16:1, 3-16:0)
YMR313C	diglyceride (1-18:0, 2-18:1)
YMR313C	triglyceride (1-18:0, 2-18:1, 3-16:0)
YMR313C	diglyceride (1-18:1, 2-16:1)
YMR313C	triglyceride (1-18:1, 2-16:1, 3-16:0)
YMR313C	diglyceride (1-18:1, 2-18:1)
YMR313C	triglyceride (1-18:1, 2-18:1, 3-16:0)
YMR313C	triglyceride (1-16:0, 2-16:1, 3-16:1)
YMR313C	triglyceride (1-16:0, 2-18:1, 3-16:1)
YMR313C	triglyceride (1-16:1, 2-16:1, 3-16:1)
YMR313C	triglyceride (1-16:1, 2-18:1, 3-16:1)
YMR313C	triglyceride (1-18:0, 2-16:1, 3-16:1)
YMR313C	triglyceride (1-18:0, 2-18:1, 3-16:1)
YMR313C	triglyceride (1-18:1, 2-16:1, 3-16:1)
YMR313C	triglyceride (1-18:1, 2-18:1, 3-16:1)
YMR313C	triglyceride (1-16:0, 2-16:1, 3-18:0)
YMR313C	triglyceride (1-16:0, 2-18:1, 3-18:0)
YMR313C	triglyceride (1-16:1, 2-16:1, 3-18:0)
YMR313C	triglyceride (1-16:1, 2-18:1, 3-18:0)
YMR313C	triglyceride (1-18:0, 2-16:1, 3-18:0)
YMR313C	triglyceride (1-18:0, 2-18:1, 3-18:0)
YMR313C	triglyceride (1-18:1, 2-16:1, 3-18:0)
YMR313C	triglyceride (1-18:1, 2-18:1, 3-18:0)
YMR313C	triglyceride (1-16:0, 2-16:1, 3-18:1)
YMR313C	triglyceride (1-16:0, 2-18:1, 3-18:1)
YMR313C	triglyceride (1-16:1, 2-16:1, 3-18:1)
YMR313C	triglyceride (1-16:1, 2-18:1, 3-18:1)
YMR313C	triglyceride (1-18:0, 2-16:1, 3-18:1)
YMR313C	triglyceride (1-18:0, 2-18:1, 3-18:1)
YMR313C	triglyceride (1-18:1, 2-16:1, 3-18:1)
YMR313C	triglyceride (1-18:1, 2-18:1, 3-18:1)
YMR313C	oleoyl-CoA
YMR313C	1-monoglyceride (16:0)
YMR313C	1-monoglyceride (16:1)
YMR313C	1-monoglyceride (18:0)
YMR313C	1-monoglyceride (18:1)
YMR313C	phosphatidylethanolamine (1-16:0, 2-18:1)
YMR313C	phosphatidylethanolamine (1-16:1, 2-18:1)
YMR313C	phosphatidylethanolamine (1-18:0, 2-18:1)
YMR313C	phosphatidylethanolamine (1-18:1, 2-18:1)
YMR313C	1-acylglycerophosphoethanolamine (16:0)
YMR313C	1-acylglycerophosphoethanolamine (16:1)
YMR313C	1-acylglycerophosphoethanolamine (18:0)
YMR313C	1-acylglycerophosphoethanolamine (18:1)
YMR318C	H+
YMR318C	NADP(+)
YMR318C	NADPH
YMR318C	2-methylbutanal
YMR318C	2-methylbutanol
YMR318C	2-phenylethanol
YMR318C	3-methylbutanal
YMR318C	isoamylol
YMR318C	isobutanol
YMR318C	isobutyraldehyde
YMR318C	phenylacetaldehyde
YMR319C	iron(2+)
YNL003C	S-adenosyl-L-methionine
YNL009W	carbon dioxide
YNL009W	2-oxoglutarate
YNL009W	NADP(+)
YNL009W	NADPH
YNL009W	isocitrate
YNL029C	H+
YNL029C	GDP
YNL029C	GDP-alpha-D-mannose
YNL029C	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
YNL029C	alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
YNL037C	carbon dioxide
YNL037C	NAD
YNL037C	NADH
YNL037C	2-oxoglutarate
YNL037C	isocitrate
YNL045W	H2O
YNL045W	(5S,6S)-di-HETE
YNL045W	Delta(6)-trans,Delta(8)-cis-leukotriene B4
YNL045W	leukotriene A4
YNL045W	leukotriene B4
YNL052W	ferricytochrome c
YNL052W	ferrocytochrome c
YNL052W	H+
YNL052W	H2O
YNL052W	oxygen
YNL071W	pyruvate
YNL071W	carbon dioxide
YNL071W	NAD
YNL071W	NADH
YNL071W	acetyl-CoA
YNL071W	coenzyme A
YNL073W	ATP
YNL073W	AMP
YNL073W	diphosphate
YNL073W	L-lysine
YNL073W	Lys-tRNA(Lys)
YNL073W	tRNA(Lys)
YNL101W	H+
YNL101W	L-glutamine
YNL101W	L-isoleucine
YNL101W	L-leucine
YNL101W	L-tyrosine
YNL101W	L-asparagine
YNL104C	H+
YNL104C	H2O
YNL104C	acetyl-CoA
YNL104C	coenzyme A
YNL104C	3-methyl-2-oxobutanoate
YNL104C	2-isopropylmalate
YNL106C	H2O
YNL106C	phosphate
YNL106C	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)
YNL106C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)
YNL117W	H+
YNL117W	H2O
YNL117W	acetyl-CoA
YNL117W	coenzyme A
YNL117W	(S)-malate
YNL117W	glyoxylate
YNL129W	H+
YNL129W	ADP
YNL129W	ATP
YNL129W	nicotinamide ribose
YNL129W	NMN
YNL130C	H+
YNL130C	CMP
YNL130C	diglyceride (1-16:0, 2-16:1)
YNL130C	diglyceride (1-16:0, 2-18:1)
YNL130C	diglyceride (1-16:1, 2-16:1)
YNL130C	diglyceride (1-16:1, 2-18:1)
YNL130C	diglyceride (1-18:0, 2-16:1)
YNL130C	diglyceride (1-18:0, 2-18:1)
YNL130C	diglyceride (1-18:1, 2-16:1)
YNL130C	diglyceride (1-18:1, 2-18:1)
YNL130C	CDP-choline
YNL130C	phosphatidylcholine (1-16:0, 2-16:1)
YNL130C	phosphatidylcholine (1-16:1, 2-16:1)
YNL130C	phosphatidylcholine (1-18:0, 2-16:1)
YNL130C	phosphatidylcholine (1-18:1, 2-16:1)
YNL130C	phosphatidylcholine (1-16:0, 2-18:1)
YNL130C	phosphatidylcholine (1-16:1, 2-18:1)
YNL130C	phosphatidylcholine (1-18:0, 2-18:1)
YNL130C	phosphatidylcholine (1-18:1, 2-18:1)
YNL141W	H+
YNL141W	H2O
YNL141W	ammonium
YNL141W	adenosine
YNL141W	hypoxanthine
YNL141W	adenine
YNL141W	inosine
YNL141W	2'-deoxyadenosine
YNL141W	2'-deoxyinosine
YNL142W	ammonium
YNL169C	H+
YNL169C	carbon dioxide
YNL169C	phosphatidyl-L-serine (1-16:0, 2-16:1)
YNL169C	phosphatidyl-L-serine (1-16:1, 2-16:1)
YNL169C	phosphatidyl-L-serine (1-18:0, 2-16:1)
YNL169C	phosphatidyl-L-serine (1-18:1, 2-16:1)
YNL169C	phosphatidyl-L-serine (1-16:0, 2-18:1)
YNL169C	phosphatidyl-L-serine (1-16:1, 2-18:1)
YNL169C	phosphatidyl-L-serine (1-18:0, 2-18:1)
YNL169C	phosphatidyl-L-serine (1-18:1, 2-18:1)
YNL169C	phosphatidylethanolamine (1-16:0, 2-16:1)
YNL169C	phosphatidylethanolamine (1-16:1, 2-16:1)
YNL169C	phosphatidylethanolamine (1-18:0, 2-16:1)
YNL169C	phosphatidylethanolamine (1-18:1, 2-16:1)
YNL169C	phosphatidylethanolamine (1-16:0, 2-18:1)
YNL169C	phosphatidylethanolamine (1-16:1, 2-18:1)
YNL169C	phosphatidylethanolamine (1-18:0, 2-18:1)
YNL169C	phosphatidylethanolamine (1-18:1, 2-18:1)
YNL192W	H+
YNL192W	chitin
YNL192W	UDP
YNL192W	UDP-N-acetyl-alpha-D-glucosamine
YNL202W	H+
YNL202W	NADP(+)
YNL202W	NADPH
YNL202W	trans-dodec-3-enoyl-CoA
YNL202W	trans-tetradec-3-enoyl-CoA
YNL202W	trans-2,trans-4-dodecadienoyl-CoA
YNL202W	trans-2,trans-4-tetradecadienoyl-CoA
YNL220W	H+
YNL220W	phosphate
YNL220W	L-aspartate
YNL220W	GTP
YNL220W	GDP
YNL220W	IMP
YNL220W	adenylo-succinate
YNL241C	H+
YNL241C	NADP(+)
YNL241C	NADPH
YNL241C	D-glucose 6-phosphate
YNL241C	6-O-phosphono-D-glucono-1,5-lactone
YNL247W	ATP
YNL247W	L-cysteine
YNL247W	AMP
YNL247W	diphosphate
YNL247W	Cys-tRNA(Cys)
YNL247W	tRNA(Cys)
YNL256W	H+
YNL256W	H2O
YNL256W	ATP
YNL256W	AMP
YNL256W	diphosphate
YNL256W	7,8-dihydroneopterin
YNL256W	7,8-dihydropteroate
YNL256W	4-aminobenzoate
YNL256W	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate
YNL256W	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol
YNL256W	glycolaldehyde
YNL267W	H+
YNL267W	ADP
YNL267W	ATP
YNL267W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
YNL267W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
YNL267W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
YNL267W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
YNL267W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
YNL268W	H+
YNL268W	L-lysine
YNL270C	H+
YNL270C	L-arginine
YNL277W	acetyl-CoA
YNL277W	coenzyme A
YNL277W	L-homoserine
YNL277W	O-acetyl-L-homoserine
YNL280C	H+
YNL280C	NADP(+)
YNL280C	NADPH
YNL280C	14-demethyllanosterol
YNL280C	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
YNL292W	H2O
YNL292W	ribose-5-phosphate
YNL292W	uracil
YNL292W	pseudouridine 5'-phosphate
YNL316C	H+
YNL316C	H2O
YNL316C	carbon dioxide
YNL316C	prephenate
YNL316C	keto-phenylpyruvate
YNL318C	H+
YNL318C	D-galactose
YNL325C	H2O
YNL325C	phosphate
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)
YNL325C	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)
YNR001C	H+
YNR001C	H2O
YNR001C	acetyl-CoA
YNR001C	coenzyme A
YNR001C	oxaloacetate
YNR001C	citrate
YNR008W	diglyceride (1-16:0, 2-16:1)
YNR008W	diglyceride (1-16:0, 2-18:1)
YNR008W	diglyceride (1-16:1, 2-16:1)
YNR008W	diglyceride (1-16:1, 2-18:1)
YNR008W	diglyceride (1-18:0, 2-16:1)
YNR008W	diglyceride (1-18:0, 2-18:1)
YNR008W	diglyceride (1-18:1, 2-16:1)
YNR008W	diglyceride (1-18:1, 2-18:1)
YNR008W	triglyceride (1-16:0, 2-16:1, 3-16:1)
YNR008W	triglyceride (1-16:0, 2-18:1, 3-16:1)
YNR008W	triglyceride (1-16:1, 2-16:1, 3-16:1)
YNR008W	triglyceride (1-16:1, 2-18:1, 3-16:1)
YNR008W	triglyceride (1-18:0, 2-16:1, 3-16:1)
YNR008W	triglyceride (1-18:0, 2-18:1, 3-16:1)
YNR008W	triglyceride (1-18:1, 2-16:1, 3-16:1)
YNR008W	triglyceride (1-18:1, 2-18:1, 3-16:1)
YNR008W	triglyceride (1-16:0, 2-16:1, 3-18:1)
YNR008W	triglyceride (1-16:0, 2-18:1, 3-18:1)
YNR008W	triglyceride (1-16:1, 2-16:1, 3-18:1)
YNR008W	triglyceride (1-16:1, 2-18:1, 3-18:1)
YNR008W	triglyceride (1-18:0, 2-16:1, 3-18:1)
YNR008W	triglyceride (1-18:0, 2-18:1, 3-18:1)
YNR008W	triglyceride (1-18:1, 2-16:1, 3-18:1)
YNR008W	triglyceride (1-18:1, 2-18:1, 3-18:1)
YNR008W	phosphatidylethanolamine (1-16:0, 2-16:1)
YNR008W	phosphatidylethanolamine (1-16:1, 2-16:1)
YNR008W	phosphatidylethanolamine (1-18:0, 2-16:1)
YNR008W	phosphatidylethanolamine (1-18:1, 2-16:1)
YNR008W	phosphatidylethanolamine (1-16:0, 2-18:1)
YNR008W	phosphatidylethanolamine (1-16:1, 2-18:1)
YNR008W	phosphatidylethanolamine (1-18:0, 2-18:1)
YNR008W	phosphatidylethanolamine (1-18:1, 2-18:1)
YNR008W	phosphatidylcholine (1-16:0, 2-16:1)
YNR008W	phosphatidylcholine (1-16:1, 2-16:1)
YNR008W	phosphatidylcholine (1-18:0, 2-16:1)
YNR008W	phosphatidylcholine (1-18:1, 2-16:1)
YNR008W	phosphatidylcholine (1-16:0, 2-18:1)
YNR008W	phosphatidylcholine (1-16:1, 2-18:1)
YNR008W	phosphatidylcholine (1-18:0, 2-18:1)
YNR008W	phosphatidylcholine (1-18:1, 2-18:1)
YNR008W	1-acylglycerophosphoethanolamine (16:0)
YNR008W	1-acylglycerophosphoethanolamine (16:1)
YNR008W	1-acylglycerophosphoethanolamine (18:0)
YNR008W	1-acylglycerophosphoethanolamine (18:1)
YNR008W	1-acylglycerophosphocholine (16:0)
YNR008W	1-acylglycerophosphocholine (16:1)
YNR008W	1-acylglycerophosphocholine (18:0)
YNR008W	1-acylglycerophosphocholine (18:1)
YNR012W	H+
YNR012W	ADP
YNR012W	ATP
YNR012W	cytidine
YNR012W	GTP
YNR012W	uridine
YNR012W	GDP
YNR012W	CMP
YNR012W	UMP
YNR013C	H+
YNR013C	phosphate
YNR016C	H+
YNR016C	ADP
YNR016C	ATP
YNR016C	phosphate
YNR016C	acetyl-CoA
YNR016C	bicarbonate
YNR016C	malonyl-CoA
YNR019W	coenzyme A
YNR019W	palmitoyl-CoA
YNR019W	palmitoleoyl-CoA(4-)
YNR019W	stearoyl-CoA
YNR019W	diglyceride (1-16:0, 2-16:1)
YNR019W	triglyceride (1-16:0, 2-16:1, 3-16:0)
YNR019W	diglyceride (1-16:0, 2-18:1)
YNR019W	triglyceride (1-16:0, 2-18:1, 3-16:0)
YNR019W	diglyceride (1-16:1, 2-16:1)
YNR019W	triglyceride (1-16:1, 2-16:1, 3-16:0)
YNR019W	diglyceride (1-16:1, 2-18:1)
YNR019W	triglyceride (1-16:1, 2-18:1, 3-16:0)
YNR019W	diglyceride (1-18:0, 2-16:1)
YNR019W	triglyceride (1-18:0, 2-16:1, 3-16:0)
YNR019W	diglyceride (1-18:0, 2-18:1)
YNR019W	triglyceride (1-18:0, 2-18:1, 3-16:0)
YNR019W	diglyceride (1-18:1, 2-16:1)
YNR019W	triglyceride (1-18:1, 2-16:1, 3-16:0)
YNR019W	diglyceride (1-18:1, 2-18:1)
YNR019W	triglyceride (1-18:1, 2-18:1, 3-16:0)
